"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address"
"https://www.tatielou.co.uk/collections/table-linen","text/html; charset=utf-8","200","OK","Indexable","","Discover the full range of luxury & eco-friendly Table Linen from Tatie Lou!","76","648","Adorn your tables with colour and pattern.
Our new Table Linen collection will add pazazz to any dinner party.
Pick and mix like a bag of sweeties...what could be more fun?
All designed, printed and made in England","214","1345","","0","","0","Table Linen","11","Ginkgo Black 100% Linen Table Cloth","35","Ginkgo Black 100% Linen Table Runner","36","","","","https://www.tatielou.co.uk/collections/table-linen","https://www.tatielou.co.uk/collections/table-linen?page=2","","","","","235587","171","1.020","1","","372","120","100.000","143","52","13","6","","","","","ef1e7cfe634c8efaac74b4bb2a739261","0.449","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/table-linen"
"https://www.tatielou.co.uk/products/tatie-lou-gift-card","text/html; charset=utf-8","200","OK","Indexable","","Tatie Lou Gift Cards","20","179","So many lovely gift ideas but can&#39;t choose what to get that special person? Tatie Lou Gift Cards make the perfect gift All our Gift Cards are delivered by email and will have instructions on how to redeem them at checkout. Enjoy ","233","1422","","0","","0","Tatie Lou Gift Cards","20","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/tatie-lou-gift-card","","","","","","226366","86","0.872","1","","487","120","100.000","115","37","20","13","","","","","364381ed36ca0e1b60159ef8aac93554","0.455","","","","","HTTP/1.1","https://www.tatielou.co.uk/products/tatie-lou-gift-card"
"https://www.tatielou.co.uk/collections/tea-towels","text/html; charset=utf-8","200","OK","Indexable","","Tea Towels – Tatie Lou","22","208","Tatie Lou","9","60","","0","","0","Tea Towels","10","Ginkgo Blue Tea Towel","21","Ginkgo Green Tea Towel","22","","","","https://www.tatielou.co.uk/collections/tea-towels","","","","","","230106","84","0.835","1","","369","120","100.000","133","46","13","6","","","","","95a0629b1ddf9bc8e0167dfdb6386bea","0.452","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/tea-towels"
"https://www.tatielou.co.uk/collections/franny/products/franny-mint-wallpaper","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Franny Sorbet Wallpaper – Tatie Lou","35","325","Design Inspiration This beautiful hand drawn design is inspired by all the wonderful tiles in Portugal.A mouth watering palette of pastel pink, mint and lemon yellow.This stunning design can be used for a feature wall or an entire room and bring a sense of colour and freshness into any room.Each roll is digitally print","320","1971","","0","","0","Franny Sorbet Wallpaper","23","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/franny-mint-wallpaper","","","","","","229405","285","1.333","1","","11","3","2.500","115","38","19","12","","","","","22e786efaa828750c203780684b972e0","0.325","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/franny/products/franny-mint-wallpaper"
"https://www.tatielou.co.uk/collections/all-products","text/html; charset=utf-8","200","OK","Indexable","","All Products – Tatie Lou","24","210","Tatie Lou","9","60","","0","","0","All Products","12","Pachamama Peach Wallpaper Sample","32","Pachamama Forest Wallpaper Sample","33","","","","https://www.tatielou.co.uk/collections/all-products","https://www.tatielou.co.uk/collections/all-products?page=2","","","","","243536","108","0.879","1","","489","120","100.000","143","52","13","6","","","","","697031d00934c37127dc0512c2d5c2db","0.464","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/all-products"
"https://www.tatielou.co.uk/collections/wash-bags","text/html; charset=utf-8","200","OK","Indexable","","Velvet Wash Bags – Tatie Lou","28","266","Tatie Lou","9","60","","0","","0","Velvet Wash Bags","16","Mustard and Indigo Itajime Cross Wash Bag","41","Turquoise and Indigo Itajime Row Wash Bag","41","","","","https://www.tatielou.co.uk/collections/wash-bags","","","","","","214389","71","0.865","1","","369","120","100.000","123","41","13","6","","","","","b6b04a1e75370504a2ac425b84262b90","0.399","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/wash-bags"
"https://www.tatielou.co.uk/pages/about-us","text/html; charset=utf-8","200","OK","Indexable","","About Tatie Lou","15","139","  Louise studied Printed Textiles at Dundee University over 20 years ago, and has travelled the world seeking inspiration for her original designs.  Sharing her passion for pattern and textiles she is always discovering new techniques, and her most recent new collection explores the ancient Japanese art of Shibori.She ","320","1978","","0","","0","About Tatie Lou","15","","0","","0","","","","https://www.tatielou.co.uk/pages/about-us","","","","","","191084","184","1.365","1","","482","120","100.000","110","37","10","6","","","","","39e0f49d33fb9ae68cb1f7a7526fd6e7","0.289","","","","","HTTP/1.1","https://www.tatielou.co.uk/pages/about-us"
"https://www.tatielou.co.uk/collections/leopard/products/leopard-berry-velvet-fabric-sample","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Leopard Berry Velvet Fabric Sample – Tatie Lou","46","425","Design Inspiration Take a walk on the wild side with this gorgeous twist on the leopard print!A choice of juicy apple, berry and peach to make a perfect complement to our Pachamama Collection.This collection will work perfectly in a Maximalist room where colour and pattern clash has no limits.Printed onto soft short pi","320","1989","","0","","0","Leopard Berry Velvet Fabric Sample","34","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/leopard-berry-velvet-fabric-sample","","","","","","231297","247","1.215","2","","8","2","1.670","114","38","19","12","","","","","2564a79ddd73b1fa3c155e40452b0f90","0.353","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/leopard/products/leopard-berry-velvet-fabric-sample"
"https://www.tatielou.co.uk/collections/art-prints?page=2","text/html; charset=utf-8","200","OK","Indexable","","Art Prints – Page – Tatie Lou","29","256","Walls looking a little bare? Liven them up with a Tatie Lou art print!
We have lots of bold designs to choose from, with everything from hand drawn contemporary leaf illustrations, to psychedelic style prints available here on the site.
Your print comes well-wrapped and ready for you to frame and hang in a room of your choice. The hard part? Picking your favourite design.","374","2328","","0","","0","Art Prints","10","Rubber Plant Art Print - Pink","29","Ginkgo Blue Art Print","21","","","","https://www.tatielou.co.uk/collections/art-prints?page=2","https://www.tatielou.co.uk/collections/art-prints?page=3","https://www.tatielou.co.uk/collections/art-prints?page=1","","","","242827","186","1.019","2","","11","3","2.500","143","52","13","6","","","","","7a4a4758541f710d4c95b1fc01ce0ad6","0.383","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/art-prints?page=2"
"https://www.tatielou.co.uk/collections/art-prints?page=3","text/html; charset=utf-8","200","OK","Indexable","","Art Prints – Page – Tatie Lou","29","256","Walls looking a little bare? Liven them up with a Tatie Lou art print!
We have lots of bold designs to choose from, with everything from hand drawn contemporary leaf illustrations, to psychedelic style prints available here on the site.
Your print comes well-wrapped and ready for you to frame and hang in a room of your choice. The hard part? Picking your favourite design.","374","2328","","0","","0","Art Prints","10","Monstera Art Square Print","25","Fuschia and Indigo Itajime Row Art Print A4","43","","","","https://www.tatielou.co.uk/collections/art-prints?page=3","","https://www.tatielou.co.uk/collections/art-prints?page=2","","","","222197","156","1.037","2","","10","3","2.500","130","46","13","6","","","","","e893436d033be9b75c03cd4b1d9850d","0.468","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/art-prints?page=3"
"https://www.tatielou.co.uk/collections/fabric-samples","text/html; charset=utf-8","200","OK","Indexable","","Fabric Samples – Tatie Lou","26","242","Tatie Lou","9","60","","0","","0","Fabric Samples","14","Ginkgo Blue Velvet Fabric Sample","32","Ginkgo Black Velvet Fabric Sample","33","","","","https://www.tatielou.co.uk/collections/fabric-samples","https://www.tatielou.co.uk/collections/fabric-samples?page=2","","","","","241412","126","0.920","2","","9","2","1.670","141","51","13","6","","","","","fd2c87e84cbac9946007dddee7fa963e","0.438","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/fabric-samples"
"https://www.tatielou.co.uk/collections/art-prints/products/rainbow-orchid-art-print","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Rainbow Orchid Art Print – Tatie Lou","36","323","Design Inspiration This is a hand drawn contemporary botanical illustration. Printed onto a lovely textured paper (300 gsm) Please note: This listing is for one leaf print only, frames are not included. I have tried to represent the colours in my prints as accurately as possible however there may be slight differences ","320","1959","","0","","0","Rainbow Orchid Art Print","24","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/rainbow-orchid-art-print","","","","","","227907","132","0.971","2","","9","2","1.670","115","38","19","12","","","","","151406c21ac4fa6ed8a8fb7d8028aab3","1.154","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/art-prints/products/rainbow-orchid-art-print"
"https://www.tatielou.co.uk/collections/ginkgo/products/ginkgo-blue-drum-lampshade-1","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Ginkgo Blue Drum Lampshade – Tatie Lou","38","372","Design Inspiration This exquisitely beautiful hand drawn ginkgo leaf design is the second in Tatie Lou&#39;s new collection, Pachamama (Mother Earth).It has a gorgeous palette of sky blue, indigo, pale pink and lemon yellow. Printed onto soft velvet lustre short pile velvet with a textured shimmer.The brushed gold lining a","324","1987","","0","","0","Ginkgo Blue Drum Lampshade","26","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/ginkgo-blue-drum-lampshade-1","","","","","","257055","259","1.395","2","","9","2","1.670","115","38","20","13","","","","","f1825a8db0f26ed65cff5295b8748ce1","0.360","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/ginkgo/products/ginkgo-blue-drum-lampshade-1"
"https://www.tatielou.co.uk/collections/leopard/products/leopard-peach-wallpaper-sample","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Leopard Peach Wallpaper Sample – Tatie Lou","42","406","Design Inspiration Take a walk on the wild side with this gorgeous apple leopard print!It has a gorgeous palette of juicy peach, rich yellow and pale blue. It would look amazing as a feature wall or in an entire room to bring a sense of colour and freshness.This stunning design can be used for a feature wall or an enti","320","1975","","0","","0","Leopard Peach Wallpaper Sample","30","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/leopard-peach-wallpaper-sample","","","","","","232552","303","1.351","2","","9","2","1.670","115","38","19","12","","","","","91390d14f2e3b5e2e29ca4cc32255ea0","0.381","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/leopard/products/leopard-peach-wallpaper-sample"
"https://www.tatielou.co.uk/collections/soltar/products/soltar-ink-fringed-parachute-lampshade","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Soltar Ink Fringed Parachute Lampshade – Tatie Lou","50","464","Design Inspiration With an Art Deco feel, this rich luxurious lampshade has a rich pattern of inky black, teal and gorgeous greens, with a touch of peach. digitally printed onto gorgeous soft pile velvet with gold lining and double fringing.Each lampshade is handmade in England and will add a touch of class to any inte","320","1982","","0","","0","Soltar Ink Fringed Parachute Lampshade","38","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/soltar-ink-fringed-parachute-lampshade","","","","","","232165","245","1.238","2","","7","2","1.670","113","38","18","11","","","","","c106451973b05c6b64ac88d7efc3cbaa","0.442","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/soltar/products/soltar-ink-fringed-parachute-lampshade"
"https://www.tatielou.co.uk/collections/face-masks/products/face-mask","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Leaf Black Face Mask – Tatie Lou","32","302","Product Description Airflow Sport Light for an eyelet knit, breathable mesh fabric which is naturally quick-drying. Please note that these are not medical grade masks and that wearing a face mask has no proven medical benefit considering the current global situation. Size Small: 11 cm height - 11 cm elastic at each end","320","1999","","0","","0","Leaf Black Face Mask","20","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/face-mask","","","","","","227402","239","1.227","2","","7","2","1.670","113","38","18","11","","","","","a621909204ff766ec113726129b10e29","0.364","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/face-masks/products/face-mask"
"https://www.tatielou.co.uk/blogs/news.atom","application/atom+xml; charset=utf-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","1","1","0.830","0","0","0","0","","","","","","0.372","","","","","HTTP/1.1","https://www.tatielou.co.uk/blogs/news.atom"
"https://www.tatielou.co.uk/collections/all","text/html; charset=utf-8","200","OK","Indexable","","Products – Tatie Lou","20","183","Tatie Lou","9","60","","0","","0","Products","8","Agnes Black and Gold Drum Lampshade","35","Agnes Black and Gold Lustre Velvet Fabric","41","","","","https://www.tatielou.co.uk/collections/all","https://www.tatielou.co.uk/collections/all?page=2","","","","","241838","136","0.915","2","","9","2","1.670","143","53","13","6","","","","","aadbb6098964487626f8ccf191e0f2bb","0.398","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/all"
"https://www.tatielou.co.uk/collections/shibori-arashi/products/arashi-multi-cushion","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Rust and Pink Arashi Cushion – Tatie Lou","40","362","Design Inspiration This collection uses the &#39;Arashi&#39; (Storm in Japanese) Shibori technique to create the delicate striped repeat which resembles waves or ripples in water.Fabric is wrapped tightly around a thick pole with string and then pushed down to form ripples which is then dipped into the indigo vat several times","328","1982","","0","","0","Rust and Pink Arashi Cushion","28","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/arashi-multi-cushion","","","","","","222419","210","1.205","2","","6","2","1.670","112","38","17","10","","","","","3f493b7c6d13c7acfbd382bddafc1bbe","0.466","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/shibori-arashi/products/arashi-multi-cushion"
"https://www.tatielou.co.uk/collections/leopard/products/leopard-berry-velvet-fabric","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Leopard Berry Velvet Fabric – Tatie Lou","39","353","Design Inspiration Take a walk on the wild side with this gorgeous twist on the leopard print!A choice of juicy apple, berry and peach to make a perfect complement to our Pachamama Collection.This collection will work perfectly in a Maximalist room where colour and pattern clash has no limits.Printed onto soft short pi","320","1989","","0","","0","Leopard Berry Velvet Fabric","27","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/leopard-berry-velvet-fabric","","","","","","227410","251","1.252","2","","7","2","1.670","113","38","18","11","","","","","eab6583e4727ccde3963db999dba088b","0.640","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/leopard/products/leopard-berry-velvet-fabric"
"https://www.tatielou.co.uk/collections/margaux/products/margaux-dusk-drum-lampshade","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Margaux Dusk Drum Lampshade – Tatie Lou","39","392","Design Inspiration Inspired by Indian block prints this intricately hand drawn design creates a stunning ornamental pattern of paisley, botanical leaves and shapes. The classic paisley design is thought to have been a representation of a floral spray combined with a cypress tree.Printed onto soft short pile velvet.The ","320","1978","","0","","0","Margaux Dusk Drum Lampshade","27","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/margaux-dusk-drum-lampshade","","","","","","256644","261","1.406","2","","9","2","1.670","115","38","20","13","","","","","1745efcda685052445aa3e0138044ef8","0.489","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/margaux/products/margaux-dusk-drum-lampshade"
"https://www.tatielou.co.uk/collections/margaux/products/margaux-teal-velvet-fabric","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Margaux Teal Velvet Fabric – Tatie Lou","38","346","Design Inspiration Inspired by Indian block prints this intricately hand drawn design creates a stunning ornamental pattern of paisley, botanical leaves and shapes. The classic paisley design is thought to have been a representation of a floral spray combined with a cypress tree.The Teal colour would look stunning on a","320","2002","","0","","0","Margaux Teal Velvet Fabric","26","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/margaux-teal-velvet-fabric","","","","","","224647","251","1.286","2","","7","2","1.670","113","38","18","11","","","","","8263738a98e6414ba2ec9182b6c2cdf1","0.508","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/margaux/products/margaux-teal-velvet-fabric"
"https://www.tatielou.co.uk/collections/ginkgo/products/ginkgo-blue-table-cloth","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Ginkgo Blue 100% Linen Table Cloth – Tatie Lou","46","426","Design Inspiration This exquisitely beautiful hand drawn ginkgo design is the second of Tatie Lou&#39;s new collection Pachamama (Mother Earth). This new design has a palette of blues, rich yellow and pink. Measurements 70 x 70 cm 142 x 142 cm 142 x 200 cm 142 x 250 cm 142 x 300 cm 142 x 350 cm Product Details Composition ","324","2065","","0","","0","Ginkgo Blue 100% Linen Table Cloth","34","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/ginkgo-blue-table-cloth","","","","","","234412","183","1.093","2","","5","2","1.670","111","38","17","10","","","","","4b090b1a26dec7d9c2c41f1dfa82e6f1","0.504","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/ginkgo/products/ginkgo-blue-table-cloth"
"https://www.tatielou.co.uk/collections/margaux/products/margaux-teal-wallpaper-sample","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Margaux Teal Wallpaper Sample – Tatie Lou","41","392","Design Inspiration Inspired by Indian block prints this intricately hand drawn design creates a stunning ornamental pattern of paisley, botanical leaves and shapes. The classic paisley design is thought to have been a representation of a floral spray combined with a cypress tree. The Teal colourway would look striking ","320","1989","","0","","0","Margaux Teal Wallpaper Sample","29","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/margaux-teal-wallpaper-sample","","","","","","233731","292","1.345","2","","9","2","1.670","115","38","19","12","","","","","992f041b8074094608eb6907de2fadb9","0.368","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/margaux/products/margaux-teal-wallpaper-sample"
"https://www.tatielou.co.uk/collections/ginkgo/products/rainbow-ginkgo-blue-velvet-fabric","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Ginkgo Blue Velvet Fabric – Tatie Lou","37","332","Design Inspiration This exquisitely beautiful hand drawn ginkgo leaf design is the second in Tatie Lou&#39;s new collection, Pachamama (Mother Earth).It has a gorgeous palette of sky blue, indigo, pale pink and lemon yellow. It looks amazing as a feature wall or in an entire room to bring a sense of colour and freshness.Pr","324","1995","","0","","0","Ginkgo Blue Velvet Fabric","25","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/rainbow-ginkgo-blue-velvet-fabric","","","","","","230491","259","1.253","2","","9","2","1.670","115","38","20","13","","","","","cd9e328c7e9a95a6b0a2f39054f43fa4","0.330","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/ginkgo/products/rainbow-ginkgo-blue-velvet-fabric"
"https://www.tatielou.co.uk/collections/ginkgo/products/ginkgo-blue-place-mats","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Ginkgo Blue 100% Linen Place Mat – Tatie Lou","44","415","Design Inspiration This exquisitely beautiful hand drawn ginkgo leaf design is the second in Tatie Lou&#39;s new collection, Pachamama (Mother Earth). It has a gorgeous palette of sky blue, indigo, pale pink and lemon yellow bringing a sense of colour and freshness to your table Measurements 50cm x 35cm Product Details Com","324","2040","","0","","0","Ginkgo Blue 100% Linen Place Mat","32","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/ginkgo-blue-place-mats","","","","","","227514","171","1.066","2","","7","2","1.670","113","38","18","11","","","","","fbac082c022b0a54753a3738c884d3e4","0.387","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/ginkgo/products/ginkgo-blue-place-mats"
"https://www.tatielou.co.uk/collections/shibori-arashi/products/rust-and-pink-arashi-wallpaper-sample","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Rust and Pink Arashi Wallpaper Sample – Tatie Lou","49","454","Design Inspiration This collection uses the &#39;Arashi&#39; (Storm in Japanese) Shibori technique to create the delicate striped repeat which resembles waves or ripples in water.Fabric is wrapped tightly around a thick pole with string and then pushed down to form ripples which is then dipped into the indigo vat several times","328","1982","","0","","0","Rust and Pink Arashi Wallpaper Sample","37","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/rust-and-pink-arashi-wallpaper-sample","","","","","","231716","287","1.348","2","","8","2","1.670","114","38","19","12","","","","","9982c91a266dada1efa8b0967e62a365","0.342","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/shibori-arashi/products/rust-and-pink-arashi-wallpaper-sample"
"https://www.tatielou.co.uk/collections/shibori-arashi/products/rust-and-pink-arashi-fabric","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Rust and Pink Arashi Velvet Fabric – Tatie Lou","46","408","Design Inspiration This collection uses the &#39;Arashi&#39; (Storm in Japanese) Shibori technique to create the delicate striped repeat which resembles waves or ripples in water.Fabric is wrapped tightly around a thick pole with string and then pushed down to form ripples which is then dipped into the indigo vat several times","328","1982","","0","","0","Rust and Pink Arashi Velvet Fabric","34","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/rust-and-pink-arashi-fabric","","","","","","226295","291","1.366","2","","7","2","1.670","113","38","18","11","","","","","90ac5af0c23ac7345eda491378cc50e1","0.370","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/shibori-arashi/products/rust-and-pink-arashi-fabric"
"https://www.tatielou.co.uk/collections/linen-table-cloth","text/html; charset=utf-8","200","OK","Indexable","","Linen Table Cloth – Tatie Lou","29","257","Adorn your tables with colour, pattern and style.
Our new linen Table Cloths will add pazazz to any dinner party.
Pick and mix like a bag of sweeties...what could be more fun?
All designed, printed in England","208","1291","","0","","0","Linen Table Cloth","17","Ginkgo Blue 100% Linen Table Cloth","34","Ginkgo Black 100% Linen Table Cloth","35","","","","https://www.tatielou.co.uk/collections/linen-table-cloth","","","","","","218830","172","1.129","2","","9","2","1.670","139","50","13","6","","","","","8b3ef55b2233186c5efda45feee82dc2","0.384","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/linen-table-cloth"
"https://www.tatielou.co.uk/collections/art-prints/products/rubber-plant-art-print","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Rubber Plant Art Print - Mint – Tatie Lou","41","353","Design Inspiration This is a hand drawn contemporary Rubber plant leaf illustration. Printed onto a lovely textured paper (300 gsm) Please note: This listing is for one leaf print only, frames are not included. I have tried to represent the colours in my prints as accurately as possible however there may be slight diff","320","1960","","0","","0","Rubber Plant Art Print - Mint","29","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/rubber-plant-art-print","","","","","","224129","126","0.971","2","","7","2","1.670","113","38","18","11","","","","","1551421247b0154bc3e5ab525bafd5e7","0.431","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/art-prints/products/rubber-plant-art-print"
"https://www.tatielou.co.uk/collections/leopard/products/leopard-apple-wallpaper","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Leopard Apple Wallpaper – Tatie Lou","35","329","Design Inspiration Take a walk on the wild side with this gorgeous apple leopard print!It has a gorgeous palette of apple greens and light blues. It would look amazing as a feature wall or in an entire room to bring a sense of colour and freshness.This stunning design can be used for a feature wall or an entire room an","320","1989","","0","","0","Leopard Apple Wallpaper","23","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/leopard-apple-wallpaper","","","","","","230072","307","1.368","2","","9","2","1.670","115","38","19","12","","","","","b97a33498dbbfa92d0aeb834efb25e30","0.445","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/leopard/products/leopard-apple-wallpaper"
"https://www.tatielou.co.uk/collections/linen-table-runner","text/html; charset=utf-8","200","OK","Indexable","","Linen Table Runner – Tatie Lou","30","274","Adorn your tables with colour, pattern and style.
Our new linen table runners will add pazazz to any dinner party.
Pick and mix like a bag of sweeties...what could be more fun?
All designed, printed in England","209","1295","","0","","0","Linen Table Runner","18","Ginkgo Blue 100% Linen Table Runner","35","Ginkgo Black 100% Linen Table Runner","36","","","","https://www.tatielou.co.uk/collections/linen-table-runner","","","","","","230507","161","1.051","2","","9","2","1.670","139","50","13","6","","","","","8afd268cafa13889a9ba6de5c87bd6ce","0.447","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/linen-table-runner"
"https://www.tatielou.co.uk/collections/margaux/products/margaux-teal-fabric-sample","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Margaux Teal Fabric Sample – Tatie Lou","38","358","Design Inspiration Inspired by Indian block prints this intricately hand drawn design creates a stunning ornamental pattern of paisley, botanical leaves and shapes. The classic paisley design is thought to have been a representation of a floral spray combined with a cypress tree.The Teal colour would look stunning on a","320","2002","","0","","0","Margaux Teal Fabric Sample","26","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/products/margaux-teal-fabric-sample","","","","","","226559","252","1.267","2","","7","2","1.670","113","38","18","11","","","","","74a7b4a57df03a9db93ba33aacddead0","0.421","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/margaux/products/margaux-teal-fabric-sample"
"https://www.tatielou.co.uk/collections/samples-only/products/ginkgo-black-wallpaper-sample","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","Ginkgo Black Wallpaper Sample – Tatie Lou","41","388","Design Inspiration This exquisitely beautiful hand drawn ginkgo leaf design is the second in Tatie Lou&#39;s new collection, Pachamama (Mother Earth). It has a gorgeous palette of black, indigo, mint green and coral. It looks amazing as a feature wall or in an entire room to bring a sense of colour and freshness.  Sample d","324","1990","","0","","0","Ginkgo Black Wallpaper Sample","29","Customer Reviews","16","Start the conversation","22","","","","https://www.tatielou.co.uk/products/ginkgo-black-wallpaper-sample","","","","","","234976","262","1.248","2","","10","2","1.670","116","38","20","13","","","","","b77502f9a257afec8021abe18fc8d339","0.523","","","","","HTTP/1.1","https://www.tatielou.co.uk/collections/samples-only/products/ginkgo-black-wallpaper-sample"
"https://www.tatielou.co.uk/blogs/news/top-drawer-and-spotted-award","text/html; charset=utf-8","200","OK","Indexable","","Top Drawer and Spotted Award – Tatie Lou","40","386","What a year 2019 has been for Tatie Lou! Everything has been geared to launching the new collection at Top Drawer in September. The collection still focusing on Shibori but with a twist... bringing shibori into the 21st Century Not only has it been a busy year but as a result of all the hard work,Tatie Lou became a &#39;Fi","324","1991","","0","","0","Top Drawer and Spotted Award","28","Start the conversation","22","Recently Viewed","15","","","","https://www.tatielou.co.uk/blogs/news/top-drawer-and-spotted-award","","","","","","197573","129","1.090","2","","3","2","1.670","110","38","13","6","","","","","dcdd1d08f7fb2abfd18cb77158b61bb9","1.063","","","","","HTTP/1.1","https://www.tatielou.co.uk/blogs/news/top-drawer-and-spotted-award"
